uwwCode,pe,dcpCode,dcpName,dcpLatitude,dcpLongitude,pop_2015_g,country_id
IT08000000000148,4065,IT08000000000141,CAORSO,45.05482,9.87235,3333.48160469066,IT
IT08000000000149,5415,IT08000000000142,CARPANETO_PIACENTINO,44.9236,9.78521,3454.15331243258,IT
IT08000000000150,6546,IT08000000000143,CASTELL_ARQUATO,44.86237,9.87552,7357.63558289036,IT
IT08000000000143,4993,IT08000000000136,BOBBIO,44.7842,9.40518,8616.44346119987,IT
IT08000000000144,6661,IT08000000000137,BORGONOVO_VAL_TIDONE,45.025,9.44395,6952.60065704025,IT
IT08000000000145,2198.2224,IT08000000000138,CADEO_ROVELETO_MONTERUSSO,44.96721,9.84362,5218.89663282409,IT
IT08000000000146,3015.7776,IT08000000000139,CADEO_ROVELETO_COLOMBAIA,44.97277,9.84508,168.937269330025,IT
IT08000000000136,11406,IT08000000000129,SPILAMBERTO,44.56745,10.98917,34272.3700414767,IT
IT08000000000137,32369,IT08000000000130,VIGNOLA,44.50537,11.02447,34589.6000930383,IT
IT08000000000138,3164,IT08000000000131,ZOCCA_BONDIGLIO,44.34445,10.98611,1478.83348451555,IT
IT08000000000142,2503,IT08000000000135,PIEVEPELAGO,44.20951,10.62266,2359.2227425985,IT
IT08000000000131,78251,IT08000000000124,SASSUOLO,44.57561,10.80241,11610.9017171264,IT
IT08000000000132,9261,IT08000000000125,SAVIGNANO_SUL_PANARO_BOCCHIROLO,44.50433,11.03965,26.9924679994583,IT
IT08000000000133,3084,IT08000000000126,SERRAMAZZONI_CASA_TADIOLI,44.41973,10.78199,1912.03387248982,IT
IT08000000000134,5156,IT08000000000127,SESTOLA_FORNACE,44.23219,10.79107,317.15008187294,IT
IT08000000000127,3191,IT08000000000120,RAVARINO,44.73544,11.10952,3423.99315002188,IT
IT08000000000128,7810,IT08000000000121,SAN_CESARIO_SUL_PANARO,44.57332,11.03318,566.803341440856,IT
IT08000000000129,7782,IT08000000000122,SAN_FELICE_SUL_PANARO,44.82402,11.15507,8848.92479601782,IT
IT08000000000130,6328,IT08000000000123,SAN_PROSPERO,44.79221,11.03156,3162.25297835469,IT
IT08000000000123,4418,IT08000000000116,NOVI_DI_MODENA_ROVERETO,44.8443,10.94675,1085.09499713778,IT
IT08000000000124,6017,IT08000000000117,NOVI_DI_MODENA,44.88823,10.91999,49264.9002034117,IT
IT08000000000125,13330,IT08000000000118,PAVULLO,44.3544,10.83326,11265.833314009,IT
IT08000000000126,2559,IT08000000000119,RAVARINO_RAMI_STUFFIONE,44.73953,11.0909,2502.59654933494,IT
IT08000000000117,246830,IT08000000000110,MODENA_NAVIGLIO,44.67739,10.94678,94383.9466551556,IT
IT08000000000118,2633,IT08000000000111,MONTECRETO,44.24909,10.71334,1274.80551047251,IT
IT08000000000120,3163,IT08000000000113,MONTESE,44.26512,10.94188,1223.98392942548,IT
IT08000000000122,12428,IT08000000000115,NONANTOLA,44.67935,11.05885,34514.5158862844,IT
IT08000000000111,5646,IT08000000000104,MEDOLLA,44.84941,11.07746,1870.04127843678,IT
IT08000000000112,22984,IT08000000000105,MIRANDOLA,44.90049,11.07847,9418.95598592609,IT
IT08000000000113,2709,IT08000000000106,MODENA_LESIGNANA,44.68394,10.89752,13194.110796364,IT
IT08000000000115,4347,IT08000000000108,MODENA_SAN_DAMASO,44.60738,10.96804,78980.2191957168,IT
IT08000000000101,5156,IT08000000000094,FINALE_EMILIA_MASSA_FINALESE,44.85582,11.23991,7790.2724648593,IT
IT08000000000103,9878,IT08000000000096,FINALE_EMILIA,44.85183,11.28724,5051.68565364927,IT
IT08000000000106,2778,IT08000000000099,FIUMALBO_NUOVO,44.18679,10.64638,1456.98376904428,IT
IT08000000000109,4175,IT08000000000102,FORMIGINE_MAGRETA,44.61302,10.79133,244.720126921311,IT
IT08000000000091,23855,IT08000000000084,CASTELNUOVO_RANGONE,44.55924,10.94662,634.573141632602,IT
IT08000000000092,4002,IT08000000000085,CASTELVETRO_DI_MODENA,44.51561,10.95415,5949.55138313025,IT
IT08000000000093,8623,IT08000000000086,CAVEZZO,44.84631,11.02239,1022.88416522741,IT
IT08000000000094,12823,IT08000000000087,CONCORDIA_SULLA_SECCHIA,44.90962,11.0014,2611.18313126452,IT
IT08000000000087,13144,IT08000000000080,BOMPORTO,44.74341,11.03644,74475.5843411302,IT
IT08000000000088,3029,IT08000000000081,CAMPOSANTO,44.80507,11.13638,2737.3406326063,IT
IT08000000000089,128643,IT08000000000082,CARPI_CORREGGIO,44.81668,10.90898,80638.173011078,IT
IT08000000000090,23780,IT08000000000083,CASTELFRANCO_EMILIA,44.59412,11.0702,11765.1074043503,IT
IT08000000000079,4150,IT08000000000073,VIGARANO_MAINARDA,44.84954,11.50355,8872.73330675531,IT
IT08000000000081,3152,IT08000000000402,GORO,44.85366,12.31236,5447.89298872603,IT
IT08000000000082,7328,IT08000000000075,TRESIGALLO_NUOVO,44.82571,11.90312,1111.99001993239,IT
IT08000000000086,2897,IT08000000000079,BOMPORTO_SOLARA,44.78191,11.08296,4142.27778659295,IT
IT08000000000074,5292,IT08000000000401,MESOLA_BOSCO_MESOLA,44.88151,12.2192,29827.9545211255,IT
IT08000000000076,7169,IT08000000000070,POGGIO_RENATICO_NUOVO,44.75436,11.53006,12079.3516279925,IT
IT08000000000077,9692,IT08000000000071,PORTOMAGGIORE,44.69421,11.82173,3355.26918069087,IT
IT08000000000078,7973,IT08000000000072,SANT_AGOSTINO_SAN_CARLO,44.79498,11.42474,1735.52067318559,IT
IT08000000000070,123379,IT08000000000066,FERRARA,44.82366,11.63537,9939.56373327225,IT
IT08000000000071,4958,IT08000000000400,LAGOSANTO,44.77023,12.14327,784.003365998622,IT
IT08000000000072,4245,IT08000000000067,MASI_SAN_GIACOMO,44.77296,11.77664,1627.76222138107,IT
IT08000000000073,2939,IT08000000000068,MASSA_FISCAGLIA,44.806,12.00293,4535.98925243504,IT
IT08000000000064,10176,IT08000000000061,CODIGORO,44.83631,12.1209,1480.22469856218,IT
IT08000000000065,175040,IT08000000000399,COMACCHIO_VALLE_MOLINO,44.67812,12.20944,31489.9584703004,IT
IT08000000000066,12748,IT08000000000062,COPPARO,44.89296,11.8411,2084.07142934203,IT
IT08000000000068,218.09,IT08000000000064,FERRARA_SAN_BARTOLOMEO_IN_BOSCO,44.72897,11.63633,4976.811500262,IT
IT08000000000059,2013,IT08000000000056,BERRA,44.97609,11.97216,407.519145973027,IT
IT08000000000060,4812.132,IT08000000000057,BONDENO_CENTRO_STORICO,44.88497,11.40967,2255.84568068385,IT
IT08000000000062,2272.868,IT08000000000059,BONDENO_SANTISSIMO,44.89374,11.41963,0.447216540575027,IT
IT08000000000063,25996,IT08000000000060,CENTO,44.75279,11.31513,66574.1188217187,IT
IT08000000000055,3243,IT08000000000053,SANTA_SOFIA_CAVATICCIO,43.95526,11.91692,4208.53432188835,IT
IT08000000000056,98246.409,IT08000000000398,SAVIGNANO_SUL_RUBICONE_BASTIA,44.1118,12.40102,30515.5569918174,IT
IT08000000000057,2828,IT08000000000054,ARGENTA_OSPITAL_MONACALE,44.67099,11.7182,722.915526848286,IT
IT08000000000058,9143,IT08000000000055,ARGENTA,44.62371,11.84237,142934.699249515,IT
IT08000000000048,97421.382,IT08000000000047,CESENA,44.17194,12.27447,13634.4953840775,IT
IT08000000000049,118856,IT08000000000397,CESENATICO,44.19053,12.39333,64719.6811489672,IT
IT08000000000051,158406.1455,IT08000000000049,FORLI,44.22993,12.09093,34029.0697148265,IT
IT08000000000054,12613,IT08000000000052,MODIGLIANA_TOSSINO,44.16753,11.80522,5757.33929103613,IT
IT08000000000040,2209,IT08000000000040,VERGATO_RIOLA,44.23162,11.06912,6639.79929526988,IT
IT08000000000042,6314,IT08000000000042,VERGATO,44.28841,11.11355,8854.92288246937,IT
IT08000000000044,10147,IT08000000000044,CASTENASO_NUOVO,44.51074,11.47718,35897.7710567694,IT
IT08000000000046,2961.9324,IT08000000000046,CESENA_PIEVESESTINA,44.20093,12.20898,6160.15871550655,IT
IT08000000000036,9625,IT08000000000036,SAN_PIETRO_IN_CASALE,44.69186,11.40678,2946.04262372479,IT
IT08000000000037,6444,IT08000000000037,SANT_AGATA_BOLOGNESE,44.66512,11.14254,14081.8844228284,IT
IT08000000000038,4264,IT08000000000038,SASSO_MARCONI_BORGONUOVO,44.44624,11.2766,6162.00558211654,IT
IT08000000000039,10012,IT08000000000039,SASSO_MARCONI,44.396,11.26383,13727.570051875,IT
IT09RT0049,33.635,IT09RT0049,P_ZZA_DELLA_REPUPPLICA,43.65651,11.18311,680.920876156539,IT
IT09RT0050,175.045,IT09RT0050,PARCHEGGIO_VIA_DON_BINAZZI,43.68415,11.24993,0,IT
IT09RT0044,1826.545,IT09RT0044,LA_VERGINE,43.91997,10.91845,23380.5927407471,IT
IT09RT0045,408.3765,IT09RT0045,LOC_BIBBIANO_II,43.65837,11.30142,22.7418899536133,IT
IT09RT0046,119.1225,IT09RT0046,LOC_BREDA_OVEST,43.92656,10.89987,3.88603899814884,IT
IT09RT0047,21.816,IT09RT0047,PIAZZA_MONTEGRAPPA_1,43.82827,11.49118,9663.30716829002,IT
IT09RT0039,723.7594,IT09RT0039,IDL_STRADA_IN_CHIANTI,43.65318,11.30338,2619.42940533161,IT
IT09RT0040,5295.6327,IT09RT0040,IDL_TAVARNELLE,43.56516,11.16395,1980.93094462156,IT
IT09RT0041,5324.9406,IT09RT0041,IDL_LE_CONFINA,44.02367,11.14275,1638.43742350861,IT
IT09RT0043,117.516,IT09RT0043,INIZIO_VIA_ARETINA,43.61993,11.55446,0,IT
IT09RT0034,4029.4114,IT09RT0034,IDL_CAPOLUOGO_SPINETO,43.59664,11.31631,5230.96978958696,IT
IT09RT0035,1413.2079,IT09RT0035,IDL_MERCATALE,43.64151,11.23615,672.113472938538,IT
IT09RT0036,4156.2288,IT09RT0036,IDL_MONTALE_EST,43.92546,11.01268,4930.01170492172,IT
IT09RT0037,2264.2626,IT09RT0037,IDL_MONTALE_OVEST,43.9284,11.00357,2192.75422203541,IT
IT09RT0025,2710.869,IT09RT0025,IDL_SALCETO,43.89814,10.99292,8.07253040180996,IT
IT09RT0026,5326.202,IT09RT0026,IDL_LA_GINESTRA,43.92942,11.48343,103.903045654297,IT
IT09RT0028,4793.7582,IT09RT0028,IDL_TAVARNUZZE_VIA_CASSIA_160A,43.71564,11.22129,1556.93160557747,IT
IT09RT0032,2684.227,IT09RT0032,IDL_BARGI,43.90938,10.88942,7536.72800398385,IT
IT09RT0019,18113.8752,IT09RT0019,IDL_SAN_GIUSTO,43.76077,11.1933,31455.7577393502,IT
IT09RT0020,9174.0409,IT09RT0020,IDL_SEANO,43.83308,11.03258,469.676122963428,IT
IT09RT0021,8828.085,IT09RT0021,IDL_GABOLANA_VAIANO,43.95091,11.12872,2240.85103370249,IT
IT09RT0022,7691.1975,IT09RT0022,IDL_VIA_BRUNELLESCHI,43.85952,10.98767,6150.48407465965,IT
IT09RT0015,3958.479,IT09RT0015,IDL_RIGNANO_VIA_DEL_MOLINO,43.72241,11.45743,12739.3204014357,IT
IT09RT0016,5882.956,IT09RT0016,IDL_RONCO_VIA_FERRUCCI,43.88759,11.01344,42.5087382495403,IT
IT09RT0017,623189.5018,IT09RT0017,IDL_SAN_COLOMBANO,43.78176,11.12728,134.462495006621,IT
IT09RT0010,30940.9497,IT09RT0010,IDL_FIGLINE_LAGACCIONI,43.63261,11.46456,29616.138120587,IT
IT09RT0012,47315.457,IT09RT0012,IDL_PISTOIA_CENTRALE_PASSAVANT,43.92461,10.93461,1234.85832735151,IT
IT09RT0013,14674.9297,IT09RT0013,IDL_PONTE_A_NICCHERI,43.73324,11.29815,32.0477030509186,IT
IT09RT0014,29639.504,IT09RT0014,IDL_RABATTA,43.93523,11.41829,11255.1581721008,IT
IT09RT0005,32673.656,IT09RT0005,IDL_CALICE,43.88648,11.02094,34.5856120586395,IT
IT09RT0006,5034.4024,IT09RT0006,IDL_CANDELI,43.80822,11.0626,4372.45800328255,IT
IT09RT0007,6835.1298,IT09RT0007,IDL_CASALGUIDI,43.87824,10.92298,6799.78247252852,IT
IT09RT0009,3460.1889,IT09RT0009,IDL_DICOMANO,43.8811,11.52707,3183.82396036759,IT
IT09RT0001,17.061,IT09RT0001,COLLETTORE_SINISTRA_D_ARNO_UGNANO,43.78707,11.16231,344.692197740078,IT
IT09RT0002,17530.28,IT09RT0002,IDL_ASCHIETO,43.77993,11.40517,24289.5111774877,IT
IT09RT0003,261159.19,IT09RT0003,IDL_BACIACAVALLO,43.84936,11.0812,14337.4363505542,IT
IT09RT0004,4558.421,IT09RT0004,IDL_BOTTEGONE,43.87689,10.96254,1601.29139590263,IT
IT09Q190000023,0.5538,IT09Q190000023,VIA_A_DIAZ_C,43.6909,10.58463,210.505996704102,IT
IT09Q190000024,0.5538,IT09Q190000024,VIA_FOCE_ MASCHIO,43.68733,10.54267,1655.49577049911,IT
IT09Q190000025,7216.3,IT09Q190000025,IDL_VOLTERRA_SUD,43.39979,10.83025,1799.88378357887,IT
IT09Q190000018,91.0504,IT09Q190000018,VIA_TURATI,43.73253,10.62009,398.391876280308,IT
IT09Q190000019,18.5948,IT09Q190000019,VIA_ANTONIO_GRAMSCI,43.72847,10.60589,154.55334854126,IT
IT09Q190000021,9.9684,IT09Q190000021,VIA_A_DIAZ_A,43.68948,10.585,0,IT
IT09Q190000015,156.4528,IT09Q190000015,VIA_DELLA_TURA_I,43.7329,10.62806,8399.22428462631,IT
IT09Q190000016,25.9686,IT09Q190000016,VIA_GIACOMO_MATTEOTTI,43.72508,10.61255,3.39919956595111,IT
IT09Q190000017,16.3506,IT09Q190000017,VIA_DEI_NOCI,43.72763,10.60241,4134.78990116715,IT
IT09Q190000010,2.0489,IT09Q190000010,VIA_ROMAGNA_42,43.60874,10.59998,0,IT
IT09Q190000011,621.8022,IT09Q190000011,VIA_ANTONIO_MEUCCI,43.68179,10.43392,0.317022928131256,IT
IT09Q190000012,2541.1148,IT09Q190000012,IDL_IMPRUNETA,43.6651,11.24307,660.151847064495,IT
IT09Q190000013,33.9836,IT09Q190000013,VIA_GINO_NATALE_BERNARDINI_A,43.72708,10.6051,1041.49003940821,IT
IT09Q190000006,19.4256,IT09Q190000006,VIA_PRIVATA_LUDOVICO_ARIOSTO,43.71731,10.62628,1.23889893293381,IT
IT09Q190000007,41.3501,IT09Q190000007,VIA_GENOVESI_VIA_ARNACCIO_B,43.66614,10.55076,4893.33766818047,IT
IT09Q190000008,214.583,IT09Q190000008,VIA_PADRE_VINCENZO_CHECCHI,43.7246,10.79589,150.609000593424,IT
IT09Q190000009,9.6591,IT09Q190000009,VIA_PIEMONTE_79,43.612,10.60232,0.677375316619873,IT
IT09Q190000002,80.12,IT09Q190000002,VIA_VECCHIA_ARETINA_SUBBIANO,43.57035,11.86799,946.296086788177,IT
IT09Q190000003,49.982,IT09Q190000003,ANGHIARI_VIA_LA_VIGNA_2017_1,43.54376,12.05275,926.28827801533,IT
IT09Q190000004,29.84,IT09Q190000004,ANGHIARI_OSPEDALE_VECCHIO_2017_2,43.53859,12.04946,264.530687518418,IT
IT09Q190000005,29.84,IT09Q190000005,ANGHIARI_VIA_DELLA_FOSSA_2017_3,43.53463,12.04965,0,IT
IT09Q170000004,111.181,IT09Q170000004,VIA_DI_PONTE_ALLE_TAVOLE_2,43.94238,10.8905,33.5914571517226,IT
IT09Q170000005,71.4735,IT09Q170000005,VIA_BARTOLOMEO_SESTINI,43.94141,10.95223,0.179265243025836,IT
IT09Q170000006,254.128,IT09Q170000006,VIA_DI_MONTALESE_2,43.94099,10.95303,0.222661488446568,IT
IT09Q190000001,4032,IT09Q190000001,IDL_MANCIANO_CAPOLUOGO,42.58379,11.52877,40179.5794190752,IT
IT08Q19000000001,2005,IT08Q19000000001,MALALBERGO_NUOVO,44.714431,11.53655,136726.760683663,IT
IT09Q170000001,8838,IT09Q170000001,IDL_ABBADIA_SAN_SALVATORE,42.8894,11.6988,6033.05371894315,IT
IT09Q170000002,1395.266,IT09Q170000002,IDL_LATERINA,43.50064,11.70267,0,IT
IT09Q170000003,206.479,IT09Q170000003,VIA_DI_PONTE_ALLE_TAVOLE_1,43.94362,10.88679,1950.50122860633,IT
IT08Q13000000012,1471.0485,IT08000000000435,LOIANO_CAPOLUOGO_VERSANTE_SAVENA,44.26692,11.31178,1297.77054332197,IT
IT08Q15000000001,2392,IT08Q15000000001,GRAGNANO_TREBBIENSE_NUOVO,45.04163,9.56516,7036.38691549387,IT
IT08Q17000000001,2064,IT08Q17000000001,ALSENO,44.89453,9.97445,1876.35081629455,IT
IT08Q17000000002,4984,IT08Q17000000002,MIGLIARINO_NUOVO,44.7738,11.95265,1618.48003149405,IT
IT08Q13000000008,6502,IT08000000000431,BAGNO_DI_ROMAGNA,43.8794,12.00037,104421.696555802,IT
IT08Q13000000009,4038,IT08000000000432,FANANO_NUOVO,44.2174,10.80821,3406.29887930676,IT
IT08Q13000000010,2210,IT08000000000433,MONZUNO_RIOVEGGIO,44.28442,11.20429,10181.0887162493,IT
IT08Q13000000011,631.9515,IT08000000000434,LOIANO_CAPOLUOGO_VERSANTE_ZENA,44.26616,11.33422,1213.14073181152,IT
IT08Q13000000004,3641.91,IT08000000000427,FERRARA_GAIBANELLA_VIA_PIGNOLA,44.75968,11.66842,1401.36636605766,IT
IT08Q13000000005,2226,IT08000000000428,VOGHIERA_GUALDO,44.78817,11.73254,889.765691513196,IT
IT08Q13000000006,2509,IT08000000000429,RIVERGARO_NIVIANO,44.94606,9.6318,1686.17700800113,IT
IT08Q13000000007,11608.3572,IT08000000000430,SAN_GIOVANNI_IN_PERSICETO_VIA_CENTESE,44.66131,11.20002,7372.10146592557,IT
IT08Q11000000001,5777,IT08Q11000000001,NOVAFELTRIA,43.89944,12.2927,12137.2768169925,IT
IT08Q13000000001,7943,IT08000000000424,MERCATO_SARACENO_BACCIOLINO,44.03235,12.19131,34614.334447518,IT
IT08Q13000000002,6180,IT08000000000425,CASTELLO_D_ARGILE_NUOVO_MASCARINO,44.69133,11.33388,5529.42386510782,IT
IT08Q13000000003,4987,IT08000000000426,CRESPELLANO_VIA_LUNGA,44.51977,11.18025,3787.06245400012,IT
IT08000000000242,27262.032,IT08000000000410,MISANO_ADRIATICO,43.96478,12.71323,48912.4136636984,IT
IT08000000000243,135008,IT08000000000411,RICCIONE,44.01411,12.634,66936.3503683321,IT
IT08000000000244,515132,IT08000000000412,RIMINI_S_GIUSTINA,44.06161,12.53454,150576.351946579,IT
IT08000000000235,6281,IT08000000000224,RIO_SALICETO,44.81728,10.8091,62486.5582060502,IT
IT08000000000236,42155.136,IT08000000000225,RUBIERA,44.6585,10.76738,25068.1142155863,IT
IT08000000000237,12165,IT08000000000226,SAN_MARTINO_IN_RIO_NUOVO,44.74092,10.79716,5594.13528620824,IT
IT08000000000238,3023,IT08000000000227,SCANDIANO_BOSCO,44.63529,10.67147,1734.3260563463,IT
IT08000000000231,12414.8639,IT08000000000220,QUATTRO_CASTELLA_LE_FORCHE,44.63383,10.582,10263.4959430583,IT
IT08000000000232,38095.0876,IT08000000000221,REGGIOLO_NUOVO,44.90269,10.78204,56895.1201920602,IT
IT08000000000233,85332.6243,IT08000000000222,REGGIO_EMILIA_RONCOCESI,44.73354,10.55743,36569.6272672284,IT
IT08000000000234,172375.9104,IT08000000000223,REGGIO_EMILIA_MANCASALE,44.76037,10.65362,69789.5546857733,IT
IT08000000000227,5055.323,IT08000000000216,GATTATICO_PRATICELLO,44.81298,10.47014,7340.55598432338,IT
IT08000000000228,6865.5925,IT08000000000217,GUASTALLA_NORD,44.92022,10.67504,3659.77444547415,IT
IT08000000000229,8761.9554,IT08000000000218,GUASTALLA_SUD,44.88843,10.65156,40914.0319898431,IT
IT08000000000230,4665.5136,IT08000000000219,LUZZARA,44.95768,10.69933,2216.60382754728,IT
IT08000000000223,26989.6184,IT08000000000212,CASALGRANDE_SALVATERRA,44.60797,10.7711,48127.537934775,IT
IT08000000000224,3374.64,IT08000000000213,CASTELLARANO_ROTEGLIA,44.48469,10.69578,34757.8153866885,IT
IT08000000000225,18783.3364,IT08000000000214,CASTELNOVO_DI_SOTTO_MELETOLE,44.85443,10.59036,5711.8523329366,IT
IT08000000000226,3787.8436,IT08000000000215,CASTELNOVO_NE_MONTI_RIO_DORGOLA,44.4236,10.3908,3183.38700443506,IT
IT08000000000219,4996,IT08000000000208,BORETTO,44.89451,10.57638,1439.96784331277,IT
IT08000000000220,2852.382,IT08000000000209,BRESCELLO,44.89796,10.52198,5.74866981804371,IT
IT08000000000221,3365,IT08000000000210,CADELBOSCO_VILLA_SETA_NUOVO,44.81092,10.65021,6473.1375347923,IT
IT08000000000222,6445,IT08000000000211,CADELBOSCO,44.77839,10.58721,88526.8248511492,IT
IT08000000000215,34502,IT08000000000405,MARINA_DI_RAVENNA,44.46581,12.27841,46291.311939154,IT
IT08000000000216,168957,IT08000000000406,RAVENNA,44.4527,12.20209,56796.0857284473,IT
IT08000000000217,5231,IT08000000000206,RIOLO_TERME,44.27124,11.73221,8347.71831892862,IT
IT08000000000218,16551,IT08000000000207,RUSSI,44.38181,12.0561,17252.9405993512,IT
IT08000000000211,3910,IT08000000000203,LUGO_VOLTANA,44.54663,11.92997,1107.56410382688,IT
IT08000000000212,101010.2874,IT08000000000204,LUGO,44.43697,11.91161,32596.2471867381,IT
IT08000000000213,36969,IT08000000000205,MASSA_LOMBARDA,44.46098,11.8116,25776.4898525625,IT
IT08000000000214,25943,IT08000000000404,LIDO_DI_CLASSE,44.32407,12.32646,207406.793293472,IT
IT08000000000207,3455,IT08000000000199,CONSELICE_LAVEZZOLA,44.56211,11.88792,2377.13325429894,IT
IT08000000000208,6276,IT08000000000200,CONSELICE,44.51807,11.84417,25890.8198026472,IT
IT08000000000209,71840,IT08000000000201,FAENZA,44.29063,11.903,30580.4829160888,IT
IT08000000000210,11423,IT08000000000202,FUSIGNANO,44.48332,11.97166,3764.0710773468,IT
IT08000000000203,4461,IT08000000000196,BAGNACAVALLO_VILLANOVA,44.47105,12.04811,37662.0394319057,IT
IT08000000000204,16923,IT08000000000197,BAGNACAVALLO,44.42303,11.99009,4399.88305349648,IT
IT08000000000205,3741,IT08000000000198,BRISIGHELLA,44.22318,11.78663,6176.53764634859,IT
IT08000000000206,153645,IT08000000000403,CERVIA,44.29363,12.31197,3272.68817102117,IT
IT06000000000070,2653.6024,IT06000000000070,SCARICO_SPILIMBERGO_TAGLIAMENTO_NUOVO,46.09892,12.91413,5113.14513012953,IT
IT06000000000071,1428.2725,IT06000000000071,SCARICO_SPILIMBERGO_NORD_V_DEL_MACELLO_DEPURATORE_COSA,46.10697,12.88067,7141.47726194441,IT
IT06000000000074,2939.02,IT06000000000074,SCARICO_FIUMICELLO_LOC_SAN_LORENZO,45.76658,13.40557,11945.7679370119,IT
IT06000000000064,1212.0003,IT06000000000064,SCARICO_SAN_DANIELE_TIRO_A_SEGNO,46.1537,13.01802,0,IT
IT06000000000065,2302.407,IT06000000000065,SCARICO_CAMPOFORMIDO_CAPOLUOGO,46.0105,13.15807,9510.50026989845,IT
IT06000000000066,1099.9488,IT06000000000066,SCARICO_TALMASSONS_FLAMBRO,45.92488,13.08733,38235.3707435012,IT
IT06000000000069,206.0256,IT06000000000069,SCARICO_CORDENONS_VIA_CHIAVORNICCO_PIP,45.9562,12.7065,18557.0781904509,IT
IT06000000000056,4061.096,IT06000000000056,SCARICO_CIVIDALE_VIA_ABETI,46.0844,13.4213,13873.6219188203,IT
IT06000000000057,4768.572,IT06000000000057,SCARICO_CIVIDALE_GRUPIGNANO,46.0789,13.4126,192.007097035646,IT
IT06000000000058,3292.74,IT06000000000058,SCARICO_PALMANOVA_BORGO_PIAVE,45.90127,13.32952,28318.7450415478,IT
IT06000000000063,65984.6208,IT06000000000063,SCARICO_DEPURATORE_DI_STARANZANO,45.6941,13.5928,1719.60851393454,IT
IT06000000000052,3514.31,IT06000000000052,SCARICO_ROMANS_D_ISONZO,45.8807,13.4266,8002.65509150813,IT
IT06000000000053,7484.1,IT06000000000053,SCARICO_DEPURATORE_DI_GRADISCA_D_ISONZO,45.8763,13.4657,31514.1266467689,IT
IT06000000000054,33664.4748,IT06000000000054,SCARICO_GRADO,45.6711,13.5072,86971.3939690984,IT
IT06000000000055,2566.9,IT06000000000055,SCARICO_CASTIONS_DI_STRADA_VIA_LATISANA,45.90022,13.18014,3507.57598279255,IT
IT06000000000045,2118.185,IT06000000000045,SCARICO_PAGNACCO_VIA_VANELIS_CAPOLUOGO,46.11542,13.19571,4343.11196513745,IT
IT06000000000049,7167.1516,IT06000000000049,SCARICO_MANIAGO_LOC_PESCHIERA,46.1676,12.7242,9377.55170108378,IT
IT06000000000050,2039.184,IT06000000000050,SCARICO_PASIANO_V_ROMA,45.8457,12.6194,10124.3794404604,IT
IT06000000000051,1690.988,IT06000000000051,SCARICO_MONTEREALE_VIA_D_CHIESA,46.132,12.63241,2469.4975568396,IT
IT06000000000040,298.06,IT06000000000040,SCARICO_S_GIOVANNI_BOLZANO,45.9678,13.3804,2062.41748474954,IT
IT06000000000041,6809,IT06000000000041,SCARICO_CORMONS,45.9439,13.4477,404.824242278817,IT
IT06000000000042,44830.08,IT06000000000042,SCARICO_GORIZIA,45.9138,13.5857,60501.5202139672,IT
IT06000000000044,82212,IT06000000000044,SCARICO_LIGNANO_SABBIADORO,45.62662,13.18995,3879.77077153418,IT
IT06000000000033,3500.5648,IT06000000000033,SCARICO_MORTEGLIANO,45.93832,13.16548,11782.0094413254,IT
IT06000000000036,6190.1,IT06000000000036,SCARICO_AZZANO_X_VIA_TRIESTE,45.8762,12.7171,17894.6699340687,IT
IT06000000000037,1690.3128,IT06000000000037,SCARICO_BRUGNERA,45.8755,12.5388,10038.7971030287,IT
IT06000000000038,3057,IT06000000000038,SCARICO_ARTA_TERME,46.47979,13.09391,2785.75025098771,IT
IT06000000000028,2082.96,IT06000000000028,SCARICO_CORNO_DI_ROSAZZO_VISINALE,45.9779,13.4502,5994.52099262504,IT
IT06000000000029,7217.35,IT06000000000029,SCARICO_LATISANA_V_LIGNANO_NORD,45.77188,13.03292,12686.2757967955,IT
IT06000000000030,3596.005,IT06000000000030,SCARICO_MANZANO_CAPOLUOGO,45.9772,13.3895,7962.31560305545,IT
IT06000000000031,4726.492,IT06Q17000000002,SCARICO_MARTIGNACCO_NUOVO,46.08627,13.1433,3964.38550082594,IT
IT06000000000023,1498.77,IT06000000000023,SCARICO_PRATA_DI_PORDENONE_VIA_BATTISTINE,45.8793,12.5974,161.895536363125,IT
IT06000000000024,2320,IT06000000000024,SCARICO_SAN_DORLIGO_DELLA_VALLE_DOLINA,45.6028,13.8458,6654.57727049466,IT
IT06000000000025,809.0331,IT06000000000025,SCARICO_BUJA_ARRIO,46.22665,13.13025,0,IT
IT06000000000027,11051.26,IT06000000000027,SCARICO_CODROIPO_BELVEDERE,45.94928,12.98875,32441.9245930123,IT
IT06000000000018,130149.2637,IT06000000000018,SCARICO_TOLMEZZO_CONSORTILE_VIA_DEL_PIOPPETO,46.38742,13.02858,31683.3670918193,IT
IT06000000000019,4291.5,IT06000000000019,SCARICO_TRICESIMO_MORENA,46.15843,13.18512,6433.27137630433,IT
IT06000000000020,138046.66,IT06000000000020,SCARICO_UDINE_VIA_GONARS,46.02611,13.23389,13820.0201249495,IT
IT06000000000022,7245.4354,IT06000000000022,SCARICO_AVIANO_CASTELLO,46.03406,12.56733,7261.45381263923,IT
IT06000000000011,2625.208,IT06000000000011,SCARICO_TARCENTO_COLLALTO,46.19132,13.20177,6444.22979760543,IT
