id,name_ci,name_ind,lat,lon,utm_x,utm_y,edar_name,edar_code,ind_id,capt_id,delete,conca
570,pt1146,pt111,42.3490906,3.047828454,503939.3155,4688537.645,,,,,yes,muga
571,pt1148,pt113,42.35994016,3.098412155,508104.1689,4689745.916,,,,,yes,muga
572,pt1150,pt115,42.29771545,3.233721648,519265.7893,4682858.535,,,,,yes,muga
573,pt1152,pt382,41.74581908,2.669129862,472489.3263,4621608.325,,,,,yes,besos
574,pt1154,pt384,41.74251412,2.656925306,471473.0966,4621245.368,,,358,,no,besos
575,pt1156,pt386,41.73325962,2.624679461,468787.3469,4620229.088,EDAR HOSTALRIC,ES9170830001010E,,,no,besos
576,pt1158,pt117,42.27913928,3.042257515,503484.3302,4680770.36,,,,1,no,muga
577,pt1160,pt498,41.84468161,2.272540129,439607.0387,4632787.409,EDAR SEVA,ES9082690001010E,,,no,ter
578,pt1162,pt500,42.00519183,2.937766377,494846.3783,4650354.541,,,401,,no,ter
579,pt1164,pt502,41.95054139,2.263455573,438953.7482,4644547.225,,,464,,no,ter
580,pt1166,pt388,41.80325614,2.342037879,445341.4774,4628141.556,,,,,yes,besos
581,pt1168,pt390,41.65828612,2.118704273,426623.66,4612212.368,,,,,yes,besos
582,pt1170,pt392,41.7781685,2.444274973,453816.5916,4625296.228,,,,,yes,besos
583,pt1172,pt394,41.80216044,2.414459887,451356.9472,4627976.385,,,,,yes,besos
584,pt1174,pt396,41.77466256,2.463843866,455440.4389,4624896.656,,,340,,no,besos
585,pt1176,pt398,41.80261733,2.344665744,445559.2409,4628068.965,,,,,yes,besos
586,pt1178,pt504,42.00374184,3.165976794,513745,4650205,,,394,,no,ter
587,pt1180,pt506,41.99754149,3.155818308,512905,4649515,EDAR PALS,ES9171240005010E,,,no,ter
588,pt1182,pt508,42.00980969,3.17384234,514395,4650880,,,,,yes,ter
589,pt1184,pt119,42.38381964,2.940332959,495088.3239,4692394.433,,,,,yes,muga
590,pt1186,pt121,42.33600076,2.925105455,493830.1486,4687085.816,,,,,yes,muga
591,pt1188,pt400,41.74190862,2.673514727,472852.2654,4621172.777,,,,,yes,besos
592,pt1190,pt402,41.73953997,2.67714835,473153.4204,4620908.66,,,,,yes,besos
593,pt1192,pt404,41.80018848,2.706421519,475610.603,4627633.416,,,,,yes,besos
594,pt1194,pt406,41.79915569,2.743945463,478727.6123,4627508.785,,,,,yes,besos
595,pt1196,pt408,41.78594079,2.765888298,480546.5755,4626036.404,EDAR TERRAFORTUNA,ES9172130009010E,370,,no,besos
596,pt1198,pt410,41.77462924,2.787764494,482361.2713,4624775.825,,,,,yes,besos
597,pt1200,pt412,41.78598483,2.788600604,482433.8591,4626036.404,,,368,,no,besos
598,pt1202,pt123,42.21348942,3.05256758,504338.9398,4673481.49,,,510,,no,muga
599,pt1204,pt125,42.18741453,3.038621536,503189.1411,4670585.708,,,,,yes,muga
600,pt1206,pt127,42.22292018,2.978892074,498258.0063,4674527.495,,,509,,no,muga
601,pt1208,pt129,42.2104722,3.005333449,500440.245,4673145.156,,,508,,no,muga
602,pt1210,pt131,42.27919277,2.877634585,489910.4058,4680782.683,,,,,yes,muga
603,pt1212,pt133,42.27690563,2.746524541,479099.0155,4680552.585,,,,,yes,muga
604,pt1214,pt007,42.24580816,1.975835179,415507.8788,4677576.336,,,282,,no,llobregat
605,pt1216,pt009,42.25955101,1.977372894,415653.0544,4679100.756,,,,,yes,llobregat
606,pt1218,pt011,42.2677794,1.813529762,402151.7178,4680189.628,,,281,,no,llobregat
607,pt1220,pt013,42.27138771,1.783534964,399683.7316,4680625.177,,,,,yes,llobregat
608,pt1222,pt015,42.26815585,1.850489649,405200.4067,4680189.628,,,,,yes,llobregat
609,pt1224,pt017,42.07286062,1.868937552,406434.3999,4658484.784,EDAR BERGA,ES9080220001010E,,,no,llobregat
610,pt1226,pt019,42.08472144,1.878380763,407232.866,4659791.43,,,,,yes,llobregat
611,pt1228,pt021,42.10566463,1.880645384,407450.6295,4662114.356,,,272,,no,llobregat
612,pt1230,pt023,42.01231705,1.650854602,388287.4421,4652024.144,,,227,,no,llobregat
613,pt1232,pt025,42.13613768,1.67282242,390319.9013,4665743.929,,,,,yes,llobregat
614,pt1234,pt027,42.06409694,1.662041398,389303.6717,4657758.869,,,,,yes,llobregat
615,pt1236,pt029,42.00755335,1.876231206,406942.5147,4651225.638,,,586,,no,llobregat
616,pt1238,pt031,42.12978015,1.941698271,412531.7777,4664727.649,,,,,yes,llobregat
617,pt1240,pt033,42.02958468,1.995974178,416887.0476,4653548.565,,,,,yes,llobregat
618,pt1242,pt035,42.01849289,1.858504323,405490.7581,4652459.693,,,,,yes,llobregat
619,pt1244,pt037,42.14050013,1.599825123,384295.1113,4666324.66,EDAR SANT LLORENÇ DE MORUNYS,ES9251930001010E,236,,no,llobregat
620,pt1246,pt039,42.11432524,1.709276823,393296.0024,4663275.819,,,229,,no,llobregat
621,pt1248,pt041,42.14086837,1.938878421,412314.0142,4665961.703,,,,,yes,llobregat
622,pt1250,pt043,42.04232641,1.888774236,408031.3321,4655072.985,,,269,,no,llobregat
623,pt1252,pt045,42.14338925,2.001205463,417467.7502,4666179.478,,,275,,no,llobregat
624,pt1254,pt047,42.22516873,1.741324068,396126.9278,4675543.775,,,277,,no,llobregat
625,pt1256,pt049,42.0594983,1.840224582,404039.0014,4657032.954,,,,,yes,llobregat
626,pt1258,pt051,42.10788713,1.841098762,404184.1771,4662404.722,,,,,yes,llobregat
627,pt1260,pt053,42.18212492,1.58220665,382915.9425,4670970.513,,,,,yes,llobregat
628,pt1262,pt055,42.02436438,2.074968279,423419.9524,4652895.242,,,,,yes,llobregat
629,pt1264,pt057,42.0502804,1.900038574,408974.974,4655944.083,,,,,yes,llobregat
630,pt1266,pt059,42.06721703,1.893604519,408466.8591,4657831.46,,,,,yes,llobregat
631,pt1268,pt061,42.15495821,2.005416559,417830.6894,4667459.957,,,,,yes,llobregat
632,pt1270,pt063,41.76009668,1.911121086,409483.0888,4623713.477,,,,,yes,llobregat
633,pt1272,pt065,41.76231941,2.012376979,417903.2772,4623858.66,,,,,yes,llobregat
634,pt1274,pt067,41.78296013,1.908987316,409337.9131,4626254.178,,,,,yes,llobregat
635,pt1276,pt069,41.7875112,1.906289471,409120.1496,4626762.319,EDAR SALLENT/ARTÉS,ES9081910004010E,,,no,llobregat
636,pt1278,pt071,41.79923632,1.901721509,408757.2105,4628068.965,,,,,yes,llobregat
637,pt1280,pt073,41.85917449,1.879707602,407015.1025,4634747.378,,,,,yes,llobregat
638,pt1282,pt075,41.90624908,1.87976008,407087.6903,4639973.963,,,584,,no,llobregat
639,pt1284,pt077,41.94024953,1.880040753,407160.2782,4643748.719,,,266,,no,llobregat
640,pt1286,pt079,41.95270373,1.883325979,407450.6295,4645127.956,EDAR PUIG-REIG,ES9081750001010E,,,no,llobregat
641,pt1288,pt081,41.75222543,1.778546157,398449.7384,4622987.563,,,,,yes,llobregat
642,pt1290,pt083,41.80306314,1.763600735,397288.3331,4628649.696,,,216,,no,llobregat
643,pt1292,pt085,41.78761051,1.916770517,409991.2036,4626762.319,,,249,,no,llobregat
644,pt1294,pt087,41.92065047,1.695680509,391844.2458,4641788.749,,,,,yes,llobregat
645,pt1296,pt089,41.93572483,1.885373404,407595.8052,4643240.578,,,,,yes,llobregat
646,pt1298,pt091,41.93231955,1.871424176,406434.3999,4642877.621,,,,,yes,llobregat
647,pt1300,pt093,41.94063227,1.670755408,389811.7865,4644039.084,,,,,yes,llobregat
648,pt1302,pt095,41.97127175,1.663110001,389231.0839,4647450.883,,,226,,no,llobregat
649,pt1304,pt097,41.9710631,1.538714809,378923.6118,4647596.066,,,231,,no,llobregat
650,pt1306,pt099,41.97153876,2.091502411,424726.5333,4647015.334,,,,,yes,llobregat
651,pt1308,pt101,41.99936608,2.056048388,421823.0201,4650136.766,,,,,yes,llobregat
652,pt1310,pt103,41.99761338,1.518826322,377326.6795,4650572.315,,,230,,no,llobregat
653,pt1312,pt105,41.87433769,2.037771319,420153.5,4636271.799,,,254,,no,llobregat
654,pt1314,pt107,41.7984894,1.962020232,413765.7708,4627923.782,,,,,yes,llobregat
655,pt1316,pt109,41.93259238,2.045651603,420879.3783,4642732.438,,,255,,no,llobregat
656,pt1318,pt111,41.84427213,1.705976407,392570.1241,4633295.549,,,,,yes,llobregat
657,pt1320,pt113,41.81484803,2.038662332,420153.5,4629665.977,,,,,yes,llobregat
658,pt1322,pt115,41.81084237,2.109506661,426033.1143,4629157.836,,,248,,no,llobregat
659,pt1324,pt117,41.7876888,1.857367018,405055.2311,4626834.91,,,,,yes,llobregat
660,pt1326,pt119,41.83270186,1.723692858,394021.8807,4631988.903,,,,,yes,llobregat
661,pt1328,pt121,41.81444341,2.007889774,417597.0549,4629650.105,,,,,yes,llobregat
662,pt1330,pt123,41.78119034,1.797212894,400046.6707,4626181.587,,,,,yes,llobregat
663,pt1332,pt125,41.85922719,1.69867868,391989.4214,4634965.153,,,,,yes,llobregat
664,pt1334,pt127,41.89640777,2.098693403,425234.6481,4638667.317,,,,,yes,llobregat
665,pt1336,pt129,41.83449463,1.896747894,408394.2713,4631988.903,,,,,yes,llobregat
666,pt1338,pt131,41.89912687,1.766028157,397643.2753,4639312.643,,,,,yes,llobregat
667,pt1340,pt133,41.89333614,1.896610776,408466.8591,4638522.134,,,,,yes,llobregat
668,pt1342,pt135,41.54658781,1.873806919,406071.4607,4600048.664,,,187,,no,llobregat
669,pt1344,pt137,41.5603757,1.879660986,406579.5755,4601573.084,,,,,yes,llobregat
670,pt1346,pt139,41.58629332,1.855700338,404619.7041,4604476.742,,,189,,no,llobregat
671,pt1348,pt141,41.59478305,1.854679432,404547.1162,4605420.431,,,,,yes,llobregat
672,pt1350,pt143,41.63924468,1.854764011,404619.7041,4610356.65,,,192,,no,llobregat
673,pt1352,pt145,41.65367845,1.859738826,405055.2311,4611953.662,,,602,,no,llobregat
674,pt1354,pt147,41.69432934,1.871233204,406071.4607,4616454.332,"EDAR PONT DE VILOMARA, EL",ES9081390002010E,,,no,llobregat
675,pt1356,pt149,41.52500608,1.873311253,405998.8729,4597653.146,,,185,,no,llobregat
676,pt1358,pt151,41.52432675,1.870713015,405781.1094,4597580.554,,,,,yes,llobregat
677,pt1360,pt153,41.68101267,1.847046738,404039.0014,4615002.503,,,,,yes,llobregat
678,pt1362,pt155,41.69603048,1.8450339,403893.8258,4616672.107,,,203,,no,llobregat
679,pt1364,pt157,41.70451263,1.843139208,403748.8145,4617615.96,EDAR MANRESA,ES9081130006010E,204,,no,llobregat
680,pt1366,pt159,41.73361614,1.81206618,401208.076,4620882.411,,,212,,no,llobregat
681,pt1368,pt161,41.70313325,1.836182648,403167.9475,4617470.613,,,205,,no,llobregat
682,pt1370,pt163,41.70168365,1.822250487,402006.5422,4617325.43,,,206,,no,llobregat
683,pt1372,pt165,41.70625957,1.822166969,402006.5422,4617833.57,,,,,yes,llobregat
684,pt1374,pt167,41.51663298,1.699476165,391481.3066,4596927.231,,,,,yes,llobregat
685,pt1376,pt169,41.5413745,1.690278197,390755.4283,4599685.706,,,153,,no,llobregat
686,pt1378,pt171,41.55113017,1.685729472,390392.4892,4600774.578,,,154,,no,llobregat
687,pt1380,pt173,41.73136369,1.723955559,393876.7051,4620737.228,,,208,,no,llobregat
688,pt1382,pt175,41.54170768,1.662424009,388432.6177,4599758.298,,,155,,no,llobregat
689,pt1384,pt177,41.53568223,1.650366054,387416.3881,4599104.975,,,156,,no,llobregat
690,pt1386,pt179,41.53343271,1.626049445,385383.9288,4598887.2,EDAR CARME,ES9080480001010E,,,no,llobregat
691,pt1388,pt181,41.74339201,1.873866076,406361.812,4621898.691,EDAR NAVARCLES/SANT FRUITÓS/SANTPEDOR,ES9082130003010E,242,,no,llobregat
692,pt1390,pt183,41.75960559,1.86048493,405272.9946,4623713.477,,,243,,no,llobregat
693,pt1392,pt185,41.55624982,1.676051031,389594.023,4601355.31,,,157,,no,llobregat
694,pt1394,pt187,41.56340018,1.672422963,389303.6717,4602153.816,,,600,,no,llobregat
695,pt1396,pt189,41.56640503,1.649726776,387416.3881,4602516.773,EDAR IGUALADA,ES9083020001010E,,,no,llobregat
696,pt1398,pt191,41.58026624,1.60590058,383786.9965,4604113.785,,,163,,no,llobregat
697,pt1400,pt193,41.58748661,1.55523629,379576.9023,4604984.883,,,,,yes,llobregat
698,pt1402,pt195,41.59907623,1.541041809,378415.497,4606291.529,,,168,,no,llobregat
699,pt1404,pt197,41.613312,1.529395544,377471.8552,4607888.541,,,167,,no,llobregat
700,pt1406,pt199,41.68865418,1.826849278,402369.4813,4615873.601,,,,,yes,llobregat
701,pt1408,pt201,41.53689987,1.955771757,412894.7168,4598887.2,,,176,,no,llobregat
702,pt1410,pt203,41.58062137,1.635498557,386254.9828,4604113.785,,,161,,no,llobregat
703,pt1412,pt205,41.68616561,1.776307868,398159.3871,4615655.826,,,201,,no,llobregat
704,pt1414,pt207,41.70418635,1.876295379,406506.9877,4617543.204,,,,,yes,llobregat
705,pt1416,pt209,41.55006143,1.965133883,413693.183,4600339.03,EDAR VILADECAVALLS (EST),ES9083000004010E,178,,no,llobregat
706,pt1418,pt211,41.68667926,1.763215299,397070.5696,4615728.418,,,200,,no,llobregat
707,pt1420,pt213,41.56253739,1.971028503,414201.2978,4601718.267,,,179,,no,llobregat
708,pt1422,pt215,41.60942405,1.638376262,386545.3341,4607307.809,,,162,,no,llobregat
709,pt1424,pt217,41.6415226,1.886972253,407305.4538,4610574.424,,,193,,no,llobregat
710,pt1426,pt219,41.55286585,1.784047864,398594.9141,4600847.17,,,182,,no,llobregat
711,pt1428,pt221,41.67283871,1.753016296,396199.5157,4614203.997,,,199,,no,llobregat
712,pt1430,pt223,41.64631334,1.84243577,403603.4744,4611155.156,,,,,yes,llobregat
713,pt1432,pt225,41.65364327,1.731593099,394384.8199,4612098.845,,,198,,no,llobregat
714,pt1434,pt227,41.57317991,1.919490309,409918.6158,4602952.322,EDAR VACARISSES,ES9082910001010E,174,,no,llobregat
715,pt1436,pt229,41.57880996,1.764405093,396997.9818,4603750.828,,,183,,no,llobregat
716,pt1438,pt231,41.53202043,1.791399227,399175.6167,4598524.243,"EDAR HOSTALETS DE PIEROLA, ELS",ES9081620002010E,180,,no,llobregat
717,pt1440,pt004,41.53013931,1.401982034,366684.7271,4598843.069,,,,,yes,sud
718,pt1442,pt233,41.58210677,1.441242537,370064.301,4604552.929,,,,,yes,llobregat
719,pt1444,pt235,41.59859394,1.703308239,391937.7077,4606022.038,,,,,yes,llobregat
720,pt1446,pt237,41.63902518,1.899216935,408321.6835,4610284.059,,,,,yes,llobregat
721,pt1448,pt239,41.63907507,1.994440349,416252.497,4610192.726,,,,,yes,llobregat
722,pt1450,pt241,41.31333018,2.118045753,426178.2899,4573915.741,,,96,,no,llobregat
723,pt1452,pt243,41.32701343,2.111789551,425670.1751,4575440.161,,,,,yes,llobregat
724,pt1454,pt245,41.44366132,1.985073932,415217.5274,4588506.623,,,110,,no,llobregat
725,pt1456,pt247,41.46771152,1.969052344,413910.9465,4591192.506,,,117,,no,llobregat
726,pt1458,pt249,41.47916223,1.934094625,411007.4332,4592499.153,,,,,yes,llobregat
727,pt1460,pt251,41.49475508,1.923403637,410136.3793,4594241.347,,,171,,no,llobregat
728,pt1462,pt253,41.50255928,1.918925779,409773.4401,4595112.445,,,,,yes,llobregat
729,pt1464,pt255,41.51104162,1.917044991,409628.2644,4596056.134,,,,13,no,llobregat
730,pt1466,pt257,41.47780627,1.928900519,410571.9062,4592353.97,,,,,yes,llobregat
731,pt1468,pt259,41.46849057,1.911668623,409120.1496,4591337.689,,,120,,no,llobregat
732,pt1470,pt261,41.46042119,1.8883364,407160.2782,4590466.592,,,121,,no,llobregat
733,pt1472,pt263,41.45039449,1.865913103,405272.9946,4589377.72,,,128,,no,llobregat
734,pt1474,pt265,41.44437294,1.852114956,404111.5893,4588724.397,,,,,yes,llobregat
735,pt1476,pt267,41.43041688,1.829773322,402224.3056,4587199.977,,,133,,no,llobregat
736,pt1478,pt269,41.43271852,1.799324646,399683.7316,4587490.342,,,142,,no,llobregat
737,pt1480,pt271,41.44372257,1.788694669,398812.6776,4588724.397,,,,,yes,llobregat
738,pt1482,pt273,41.4430322,1.78523184,398522.3263,4588651.806,,,143,,no,llobregat
739,pt1484,pt275,41.45078478,1.776397,397796.4479,4589522.903,,,140,,no,llobregat
740,pt1486,pt277,41.45982544,1.765797365,396925.394,4590539.183,,,149,,no,llobregat
741,pt1488,pt279,41.49466068,1.722525552,393368.5902,4594459.122,EDAR PIERA,ES9081610008010E,,,no,llobregat
742,pt1490,pt006,41.31018419,1.35499842,362300.9985,4574496.472,,,58,,no,sud
743,pt1492,pt281,41.44898299,1.995419045,416088.5814,4589087.354,,,,,yes,llobregat
744,pt1494,pt283,41.50225887,2.031993869,419209.8582,4594967.262,,,115,,no,llobregat
745,pt1496,pt285,41.50750366,2.033655321,419355.0338,4595547.994,,,,,yes,llobregat
746,pt1498,pt287,41.52167926,1.802901293,400119.2585,4597362.78,,,181,,no,llobregat
747,pt1500,pt008,41.31932586,1.180452203,347710.8444,4575803.118,,,42,,no,sud
748,pt1502,pt010,41.29828005,1.64573564,386617.9219,4572754.277,,,70,,no,sud
749,pt1504,pt012,41.29181546,1.597322987,382553.0034,4572100.954,,,67,,no,sud
750,pt1506,pt289,41.44236012,1.783506558,398377.1506,4588579.214,,,,,yes,llobregat
751,pt1508,pt291,41.44190206,1.740938943,394820.3469,4588579.214,,,144,,no,llobregat
752,pt1510,pt014,41.31352807,1.66363102,388142.2664,4574423.881,,,71,,no,sud
753,pt1512,pt293,41.44381557,1.73655732,394457.4077,4588796.989,,,599,,no,llobregat
754,pt1514,pt016,41.38804731,1.143810809,344807.3312,4583497.812,,,45,,no,sud
755,pt1516,pt295,41.45828613,1.685867634,390247.3135,4590466.592,,,146,,no,llobregat
756,pt1518,pt297,41.42368359,1.810783696,400627.3734,4586474.062,EDAR SANT SADURNÍ D'ANOIA,ES9082400005010E,,,no,llobregat
757,pt1520,pt018,41.39221316,1.118514295,342702.2841,4584005.953,,,,,yes,sud
758,pt1522,pt020,41.31047003,1.801570624,399683.7316,4573915.741,,,,,yes,sud
759,pt1524,pt022,41.33064484,1.673690232,389013.3204,4576311.259,EDAR VILAFRANCA DEL PENEDÈS,ES9083050005010E,72,,no,sud
760,pt1526,pt024,41.39974149,1.099194398,341105.3518,4584877.05,,,,,yes,sud
761,pt1528,pt026,41.34053023,1.680430043,389594.023,4577400.13,,,73,,no,sud
762,pt1530,pt028,41.40397536,1.199801195,349525.5402,4585167.416,,,581,,no,sud
763,pt1532,pt299,41.41808943,1.776142356,397723.8601,4585893.33,,,135,,no,llobregat
764,pt1534,pt030,41.34900852,1.678523517,389448.8474,4578343.819,,,,,yes,sud
765,pt1536,pt032,41.27051792,1.237270536,352356.4656,4570286.168,EDAR VALLS POBLE,ES9431610004010E,38,,no,sud
766,pt1538,pt034,41.3401742,1.828787752,402006.5422,4577182.356,,,89,,no,sud
767,pt1540,pt036,41.2894614,1.732605203,393876.7051,4571665.406,,,83,,no,sud
768,pt1542,pt301,41.39904804,1.768684718,397070.5696,4583788.178,,,136,,no,llobregat
769,pt1544,pt303,41.28471443,2.05515304,420879.3783,4570794.308,,,,,yes,llobregat
770,pt1546,pt305,41.39988164,1.988360465,415435.2909,4583642.995,,,104,,no,llobregat
771,pt1548,pt038,41.39337877,1.61511119,384222.5235,4583352.63,,,,,yes,sud
772,pt1550,pt040,41.34623319,1.846031785,403458.2988,4577835.679,,,93,,no,sud
773,pt1552,pt042,41.33659099,1.862684572,404837.4676,4576746.807,,,90,,no,sud
774,pt1554,pt307,41.41334739,1.958621579,412967.3047,4585167.416,,,105,,no,llobregat
775,pt1556,pt309,41.49638514,1.59030865,382335.2399,4594822.079,,,148,,no,llobregat
776,pt1558,pt311,41.48239063,1.929694473,410644.4941,4592862.11,EDAR MARTORELL,ES9081140002010E,169,,no,llobregat
777,pt1560,pt044,41.40676059,1.12851533,343573.338,4585602.965,,,47,,no,sud
778,pt1562,pt313,41.41142647,1.705050917,391771.658,4585240.007,,,139,,no,llobregat
779,pt1564,pt046,41.33754076,1.893031141,407378.0417,4576819.399,EDAR BEGUES,ES9080200001040E,,,no,sud
780,pt1566,pt315,41.42765521,2.024415681,418483.9798,4586691.836,,,108,,no,llobregat
781,pt1568,pt317,41.38262489,2.03463839,419282.446,4581683.026,EDAR SANT FELIU DE LLOBREGAT,ES9082110001010E,,,no,llobregat
782,pt1570,pt319,41.48600094,1.896594191,407886.1565,4593297.659,,,170,,no,llobregat
783,pt1572,pt048,41.28562325,1.57231797,380447.9563,4571447.631,,,,,yes,sud
784,pt1574,pt050,41.29691425,1.504734369,374810.03,4572796.431,,,,,yes,sud
785,pt1576,pt052,41.42234871,1.631868451,385674.2801,4586546.653,,,,,yes,sud
786,pt1578,pt321,41.46970265,1.835151967,402732.4205,4591555.464,EDAR SANT LLORENÇ D'HORTONS,ES9082220003010E,,,no,llobregat
787,pt1580,pt054,41.33246799,1.90959859,408757.2105,4576238.667,,,91,,no,sud
788,pt1582,pt323,41.35669423,1.98469065,415072.3518,4578851.959,,,,,yes,llobregat
789,pt1584,pt056,41.41386078,1.52695576,376891.1526,4585748.147,,,597,,no,sud
790,pt1586,pt058,41.35811872,1.402633858,366386.5941,4579743.735,,,,,yes,sud
791,pt1588,pt325,41.37960448,1.915756174,409337.9131,4581465.252,,,107,,no,llobregat
792,pt1590,pt060,41.30174476,1.569119563,380209.6221,4573241.846,,,,,yes,sud
793,pt1592,pt062,41.32011261,1.427285607,368372.1624,4575486.537,,,,,yes,sud
794,pt1594,pt064,41.32948286,1.52281568,376385.474,4576386.286,,,,,yes,sud
795,pt1596,pt066,41.38643905,1.834034955,402514.657,4582312.74,,,,,yes,sud
796,pt1598,pt327,41.39522688,2.056159185,421097.1418,4583062.264,,,99,,no,llobregat
797,pt1600,pt329,41.40514883,1.916200014,409410.5009,4584300.712,,,,,yes,llobregat
798,pt1602,pt068,41.42265213,1.587248323,381946.1262,4586640.218,,,,,yes,sud
799,pt1604,pt070,41.40392814,1.326584543,360123.3635,4584949.641,,,,,yes,sud
800,pt1606,pt072,41.42889674,1.551354983,378958.289,4587383.072,,,,,yes,sud
801,pt1608,pt331,41.4760579,1.53337224,377544.443,4592644.336,,,,,yes,llobregat
802,pt1610,pt333,41.48585058,1.815733956,401135.4882,4593370.25,EDAR MASQUEFA,ES9081190002010E,131,,no,llobregat
803,pt1612,pt074,41.23407827,1.336987511,360631.4784,4566075.864,,,,,yes,sud
804,pt1614,pt076,41.25921428,1.357144778,362373.5863,4568834.339,,,55,,no,sud
805,pt1616,pt078,41.26171282,1.395207633,365567.4509,4569052.113,,,54,,no,sud
806,pt1618,pt080,41.13773361,1.233912528,351775.763,4555550.103,,,25,,no,sud
807,pt1620,pt082,41.14888446,1.236208226,351993.5265,4556784.158,,,27,,no,sud
808,pt1622,pt084,41.15800826,1.234233366,351848.3508,4557800.438,,,26,,no,sud
809,pt1624,pt086,41.19591646,1.233214719,351848.3508,4562010.742,,,,,yes,sud
810,pt1626,pt088,41.22108548,1.211754701,350106.2428,4564841.809,,,,,yes,sud
811,pt1628,pt090,41.23571627,1.663484999,387997.0907,4565785.498,,,,,yes,sud
812,pt1630,pt092,41.25457491,1.547002222,378270.3213,4568035.833,EDAR RIERA DE LA BISBAL,ES9431400003010E,66,,no,sud
813,pt1632,pt094,41.26452175,1.558046661,379213.9632,4569124.705,,,582,,no,sud
814,pt1634,pt096,41.23334309,1.243466461,352791.9926,4566148.455,,,,,yes,sud
815,pt1636,pt098,41.2824599,1.75007632,395328.4617,4570866.9,,,82,,no,sud
816,pt1638,pt100,41.27374914,1.563910186,379722.078,4570140.985,EDAR LLORENÇ DEL PENEDÈS,ES9430740001020E,,,no,sud
817,pt1640,pt102,41.12387154,1.063082298,337403.3724,4554316.048,EDAR RIUDOMS,ES9431290001010E,,,no,sud
818,pt1642,pt104,41.10314418,1.195942295,348509.3106,4551775.347,,,24,,no,sud
819,pt1644,pt106,41.19870289,1.244393188,352791.9926,4562301.108,,,580,,no,sud
820,pt1646,pt108,41.12306467,1.173780482,346694.6148,4554025.682,,,23,,no,sud
821,pt1648,pt110,41.13413427,1.170879044,346476.8513,4555259.737,,,22,,no,sud
822,pt1650,pt112,41.21390653,1.255242684,353735.6344,4563970.712,,,30,,no,sud
823,pt1652,pt114,41.13242626,1.145848174,344371.8042,4555114.554,,,18,,no,sud
824,pt1654,pt116,41.21812595,1.148624607,344807.3312,4564624.035,"EDAR SELVA DEL CAMP, LA",ES9431450003010E,33,,no,sud
825,pt1656,pt118,41.14588481,1.169687498,346404.2634,4556566.383,,,21,,no,sud
826,pt1658,pt120,41.13890616,1.142206222,344081.4528,4555840.469,,,17,,no,sud
827,pt1660,pt122,41.18563472,1.004142265,332612.5755,4561284.828,,,9,,no,sud
828,pt1662,pt124,41.22646873,1.264434864,354534.1005,4565349.949,,,29,,no,sud
829,pt1664,pt126,41.15154748,0.999121738,332104.4607,4557510.072,,,7,,no,sud
830,pt1666,pt128,41.15694045,1.16591952,346113.9121,4557800.438,,,20,,no,sud
831,pt1668,pt130,41.20306856,0.991492807,331596.3459,4563244.797,EDAR ALFORJA,ES9430090001010E,,,no,sud
832,pt1670,pt132,41.14260724,0.937121481,326878.1369,4556638.975,,,3,28,no,sud
833,pt1672,pt134,41.19582488,1.359596731,362446.1741,4561792.968,,,,,yes,sud
834,pt1674,pt136,41.11245688,1.007225517,332685.1633,4553154.585,EDAR MONTBRIÓ DEL CAMP,ES9430880001010E,5,,no,sud
835,pt1676,pt138,41.14871452,1.102140138,340742.4126,4557001.932,,,15,,no,sud
836,pt1678,pt140,41.1632715,0.987305277,331142.9799,4558834.558,,,,,yes,sud
837,pt1680,pt142,41.20945651,0.96910808,329735.9571,4563997.608,,,,,yes,sud
838,pt1682,pt144,41.21928256,1.308786942,358236.0799,4564478.852,,,53,,no,sud
839,pt1684,pt146,41.25758446,1.587874992,381700.0968,4568313.481,"EDAR ARBOÇ, L' (GORNAL)",ES9080580004010E,65,,no,sud
840,pt1686,pt148,41.45436569,1.200979646,349740.3218,4590759.94,,,,,yes,sud
841,pt1688,pt150,41.43124172,1.098096617,341090.4051,4588376.387,,,,,yes,sud
842,pt1690,pt152,41.2290427,1.096354132,340452.0613,4565930.681,,,,,yes,sud
843,pt1692,pt154,41.24149301,1.284826479,356276.2085,4566984.023,,,,,yes,sud
844,pt1694,pt156,40.88950181,0.725305045,308368.2399,4528981.631,"EDAR PERELLÓ, EL",ES9431040002020E,,,no,sud
845,pt1696,pt158,40.99740644,0.753527615,311053.9896,4540899.824,,,,,yes,sud
846,pt1698,pt160,40.98390919,0.791075382,314174.3621,4539320.748,,,,,yes,sud
847,pt1700,pt162,41.13384351,0.959015503,328692.8326,4555622.694,,,,15,no,sud
848,pt1702,pt164,41.13823461,0.912178479,324773.0897,4556203.426,,,,,yes,sud
849,pt1704,pt166,41.19813973,1.047043605,336241.9671,4562591.474,,,,,yes,sud
850,pt1706,pt168,41.14851439,1.090036229,339726.183,4557001.932,,,14,,no,sud
851,pt1708,pt170,41.12933514,1.116534495,341903.8179,4554824.188,EDAR REUS,ES9431230006010E,,,no,sud
852,pt1710,pt172,41.11832476,1.163536886,345823.5608,4553517.542,,,19,,no,sud
853,pt1712,pt174,41.12907772,1.023152115,334064.3321,4554969.371,,,6,,no,sud
854,pt1714,pt176,41.16043156,1.021344793,333991.7443,4558453.761,,,8,,no,sud
855,pt1716,pt178,41.16289492,1.11917103,342205.6412,4558545.226,,,16,,no,sud
