,activitat_,nom_abocam,ind_id,utm_x,utm_y,Niquel,Triclorometà,Plom,Diuron
210,"CEPSA ESTACIONES DE SERVICIO, SA",CEPSA GASOCENTRO Martorell. connexió clavegueram Polígon Ind.,119,412096.2507,4591265.098,0.0,0.0,0.0,0.0
211,"AUTOREC, SL - RECUP. VEHICLES INDUSTRIALS",AUTOREC (SORTIDA PLUVIALS SORTIDA DECANTADOR),177,401062.9003,4595910.951,0.0,0.0,0.0,0.0
212,EDAR LES CASETES D'EN RASPALL,MANCOMUNITAT PENEDÈS -GARRAF: TORRENT DE LES CASETES D'EN RASPALL,139,391771.658,4585240.007,0.0,0.0,0.0,0.0
213,ASOCIACION PROPIETARIOS PARCELISTAS FINCA OASIS,Abocament 3 URBANITZACIO FINCA OASIS - riera de Sant Jaume,173,410862.2576,4599322.749,0.0,0.0,0.0,0.0
214,EDAR L'ALZINAR,MANCOMUNITAT PENEDÈS-GARRAF EDAR DE L'ALZINAR: FONT DE CAN COSTA,138,393150.8267,4583134.855,0.0,0.0,0.0,0.0
215,SAGRADA FAMILIA DE URGEL-INSTITUTO HERMANAS CURIA,SAGRADA FAMILIA DE URGEL-INSTITUTO HERMANAS DE LA CURIA,115,419209.8582,4594967.262,0.0,0.0,0.0,0.0
216,S.A. TINTES TEXTILES-81,Abocament de SA TINTES TEXTILES-81 (AA2002000832),187,406071.4607,4600048.664,865052.85,26797.673879999995,10720.5672,194.79704399999997
217,"DEIXALLES I TRANSPORTS A.PLAZAS, SA","DEIXALLES I TRANSPORTS A.PLAZAS, SA",136,397070.5696,4583788.178,0.0,0.0,0.0,0.0
218,SUBESTACIÓ PIEROLA,"RED ELÉCTRICA DE ESPAÑA, S.A. SUBESTACIÓ PIEROLA (SORTIDA SANITÀRIES)",182,398594.9141,4600847.17,9.320874610958903,0.0,1.2005258169863013,0.0
220,"CAMPSA ESTACIONES DE SERVICIO, SA (E.S. SANT ESTEVE SE",ESTACIÓ DE SERVEI 2264: TORRENT DEL GRAU,121,407160.2782,4590466.592,0.0,0.0,0.0,0.0
221,MANCOMUNITAT PENEDÈS-GARRAF (BARRI LA FANGA),MANCOMUNITAT PENEDÈS-GARRAF EDAR  DEL NUCLI DE LA FANGA: RIERA DEL ROMANÍ,138,393150.8267,4583134.855,0.0,0.0,0.0,0.0
222,"OWENS-CORNING FIBERGLAS ESPAÑA,SL","TORRENT SALTAN OWENS CORNING FIBERGLAS ESPAÑA,SA",196,405345.5824,4612679.577,0.0,0.0,0.0,0.0
224,"CESPA GESTION DE RESIDUOS, SA",ABOCAMENT 5 (PLUVIALS ZONA NOVA),181,400119.2585,4597362.78,39579.13039726027,1226.0853528657533,490.5026636712329,8.912631876164383
225,AJUNTAMENT DE PIERA (BARRI CAN CANALS),AJUNTAMENT DE PIERA_BARRI DE CAN CANALS (SORTIDA DEPURADORA),140,397796.4479,4589522.903,0.0,0.0,0.0,0.0
226,"LAFOU, SL. (URBANITZACIÓ MAS DE LES FONTS)",Abocament URBANITZACIO MAS DE LES FONTS - torrent Fondo de les Fonts,106,411805.8994,4582336.349,0.0,0.0,0.0,0.0
227,ASSOCIACIÓ RECREATIVA DE CARAVANISTES DE BARCELONA,AA2002001654_x000D_,132,402805.0083,4587635.525,0.0,0.0,0.0,0.0
228,EDAR EL PRAT DE LLOBREGAT,ASSUT DE MOLINS - ABOCAMENT DE L'EDAR DEL PRAT PER A MANTENIMENT DEL CABAL DEL LLOBREGAT,103,417467.7502,4584368.91,0.0,0.0,0.0,0.0
229,"TRANSPORTES AMADOR GARCIA GONZALEZ, SA","TRANSPORTES AMADOR GARCÍA GONZÁLEZ, SA (SORTIDA SANITÀRIES, RENTAT I PLUVIALS CONTAMINADES)",171,410136.3793,4594241.347,0.0,0.0,0.0,0.0
230,AJUNTAMENT DE PIERA,TORRENT LES PLANES (BARRI CAN BOU),149,396925.394,4590539.183,0.0,0.0,0.0,0.0
231,JUNTA DE COMPENSACIÓ SECTOR P-7,JUNTA DE COMPENSACIÓ SECTOR P-7 INDUSTRIAL SOLVAY,171,410136.3793,4594241.347,0.0,0.0,0.0,0.0
232,"FERRÉ ROIG, ARMONIA","FERRÉ ROIG, ARMONIA:TORRENT DE CAN BARATA",115,419209.8582,4594967.262,0.0,0.0,0.0,0.0
233,"CENTRE DE GESTIÓ MEDIAMBIENTAL, SL",CENTRE DE GESTIÓ MEDIAMBIENTAL (SORTIDA SANITÀRIES),156,387416.3881,4599104.975,0.0,0.0,0.0,0.0
234,"AUTEMA, SA",AUTEMA SA (OFICINES DEL PEATGE DE CASTELLBELL I EL VILAR),602,405055.2311,4611953.662,0.0,0.0,0.0,0.0
236,"CANALS CUSSO, JOSEP",JOSEP CANALS CUSSO (llera),196,405345.5824,4612679.577,0.0,0.0,0.0,0.0
237,AIGÜES TER LLOBREGAT (PLANTA SANT JUST DESVERN),AIGUES TER LLOBREGAT - BOCA SUD TUNEL FONTSANTA-TRINITAT,98,422258.5471,4582191.166,0.0,0.0,0.0,0.0
238,"ALTA CRUZ, SA",ALTA CRUZ (SORTIDA RESIDUALS),107,409337.9131,4581465.252,0.0,0.0,0.0,0.0
239,"HIDRODATA, SA - CH EL CAIRAT","HIDRODATA, SA  C.H. CAIRAT   (SORTIDA TRACTAMENT)",188,405345.5824,4602807.139,44.764726749999994,0.0,5.765683199999999,0.0
241,"INDUSTRIA DE ACABADOS ESPECIALES SAMA, SL","INDUSTRIA DE ACABADOS ESPECIALES SAMA, SL (AIGÜES SANITÀRIES)",170,407886.1565,4593297.659,1268.7441800000001,39.303255024,15.723498560000003,0.2857023312
242,"ESTACIÓ DE SERVEI ESTEVE, SL","Abocament ESTACIO DE SERVEI ESTEVE (TOTALFINAELF, SA). Riu Llobregat",102,418338.8042,4582191.166,0.0,0.0,0.0,0.0
243,JUNTA DE COMPENSACIÓ CAN COROMINES,JUNTA DE COMPENSACIÓ CAN COROMINES (SORTIDA DEPURADORA),176,412894.7168,4598887.2,0.0,0.0,0.0,0.0
244,"CODORNIU, SA","CODORNIU, SA (SORTIDA SANITÀRIES, PROCÉS I NETEJA)",170,407886.1565,4593297.659,28835.095,893.2557959999999,357.35224,6.493234799999999
245,"OBERTHUR TECHNOLOGIES IBERICA, SAU","Abocament OBERTHUR CARD SYSTEMS IBERICA, SASU - riera de Corbera",104,415435.2909,4583642.995,524.65807,0.0,112.61099999999999,0.0
